date,mean_chla
2000-01-01,8.74507122951685
2000-02-01,9.315257269926072
2000-03-01,11.61491646187005
2000-04-01,13.352505949660582
2000-05-01,10.337461035999702
2000-06-01,9.26206317299047
2000-07-01,10.504741553358176
2000-08-01,7.809728145509299
2000-09-01,4.87894198320704
2000-10-01,6.017723560524578
2000-11-01,4.93333446625647
2000-12-01,6.050596308155939
2001-01-01,8.634788067543226
2001-02-01,6.924578014890327
2001-03-01,8.327851566143636
2001-04-01,20.49637453138126
2001-05-01,19.44128907777725
2001-06-01,10.356484267501324
2001-07-01,7.045730877009448
2001-08-01,4.811965159971175
2001-09-01,8.053471375685973
2001-10-01,5.137063704610002
2001-11-01,6.001597972701222
2001-12-01,4.883913319385313
2002-01-01,7.727115233600573
2002-02-01,10.232726926636
2002-03-01,9.460582608973906
2002-04-01,12.175197512955402
2002-05-01,10.33142238359485
2002-06-01,9.719417304112675
2002-07-01,7.7770517321413495
2002-08-01,9.980682648931694
2002-09-01,6.106597045390918
2002-10-01,4.1610064221001295
2002-11-01,7.405967694018297
2002-12-01,5.461614783943144
2003-01-01,9.128829373089655
2003-02-01,7.398682516445706
2003-03-01,9.466638561953886
2003-04-01,12.178786999434752
2003-05-01,12.611924948660349
2003-06-01,10.68585501078173
2003-07-01,8.777983887097253
2003-08-01,7.022454488978529
2003-09-01,4.180904557140854
2003-10-01,14.93965116313609
2003-11-01,5.753036829618001
2003-12-01,9.150408258422225
2004-01-01,9.602806075129386
2004-02-01,17.965472129415442
2004-03-01,22.216888249587907
2004-04-01,11.577716385200768
2004-05-01,10.76068673840247
2004-06-01,11.618161682452241
2004-07-01,10.769800254617717
2004-08-01,9.142874871230926
2004-09-01,5.411705918052212
2004-10-01,5.827443572145509
2004-11-01,7.212734793357208
2004-12-01,9.299887269971563
2005-01-01,8.640461944202924
2005-02-01,10.603388557657992
2005-03-01,10.34310449468084
2005-04-01,10.63287452989841
2005-05-01,13.266703132646885
2005-06-01,13.006851952241348
2005-07-01,9.387130448697453
2005-08-01,9.523098699588852
2005-09-01,17.48483090065179
2005-10-01,5.595427164208819
2005-11-01,7.529777714708657
2005-12-01,10.415469089181162
2006-01-01,9.577328902500117
2006-02-01,23.50068716656889
2006-03-01,8.34483395974944
2006-04-01,23.931882882776428
2006-05-01,12.450329661607018
2006-06-01,10.795825543880488
2006-07-01,9.904631456065406
2006-08-01,15.308290641043651
2006-09-01,6.884713691518247
2006-10-01,7.3706203135783
2006-11-01,19.476370033752474
2006-12-01,7.60285357226591
2007-01-01,8.690172217019438
2007-02-01,10.67293077766527
2007-03-01,13.919399452631342
2007-04-01,13.464000450897293
2007-05-01,11.79696341379338
2007-06-01,12.2860823794435
2007-07-01,10.184451275478366
2007-08-01,10.0144561589385
2007-09-01,16.43298654265267
2007-10-01,6.615302896608203
2007-11-01,6.9432113971361495
2007-12-01,6.456831137672378
2008-01-01,10.618937697150256
2008-02-01,12.088993911506064
2008-03-01,12.825811121236097
2008-04-01,12.890837746539221
2008-05-01,10.740392266562479
2008-06-01,11.157057905819604
2008-07-01,19.79660783686035
2008-08-01,17.629917429500914
2008-09-01,7.515982276163851
2008-10-01,7.984717061920837
2008-11-01,10.632497138844354
2008-12-01,9.18581493931247
2009-01-01,10.832927527831712
2009-02-01,11.857586789781154
2009-03-01,10.211828773518029
2009-04-01,13.474792293622292
2009-05-01,23.22563835474383
2009-06-01,15.754733718889748
2009-07-01,10.293982824672995
2009-08-01,9.557499007027916
2009-09-01,17.977687849299173
2009-10-01,5.897468380463906
2009-11-01,9.789297168995265
2009-12-01,10.323692429289046
2010-01-01,11.90499452250629
2010-02-01,10.877019141432488
2010-03-01,25.466021723064905
2010-04-01,11.683631172801869
2010-05-01,14.287423340726868
2010-06-01,15.61739864907096
2010-07-01,19.3685644443428
2010-08-01,8.527576059317514
2010-09-01,8.451077211682689
2010-10-01,7.16711661591308
2010-11-01,6.02091246081771
2010-12-01,9.57048200266212
2011-01-01,9.396835691546778
2011-02-01,13.223333629771524
2011-03-01,12.254538565504225
2011-04-01,26.383154034710778
2011-05-01,22.50410242171627
2011-06-01,12.120467596241637
2011-07-01,12.346489418287534
2011-08-01,17.802570839264934
2011-09-01,8.914634726151583
2011-10-01,10.154888888705194
2011-11-01,6.207527415769252
2011-12-01,10.01643298844569
2012-01-01,21.651960113702724
2012-02-01,13.957523951678912
2012-03-01,12.050093510731969
2012-04-01,12.349412167752227
2012-05-01,14.73373936884016
2012-06-01,13.320881540594122
2012-07-01,11.773797527945996
2012-08-01,10.440384288355524
2012-09-01,7.8252524020718415
2012-10-01,8.814399963217234
2012-11-01,9.33020563775328
2012-12-01,8.939799733801875
2013-01-01,14.332642349241377
2013-02-01,13.767383685574782
2013-03-01,12.390408991439303
2013-04-01,15.58677216052356
2013-05-01,12.760649175267995
2013-06-01,14.327876096552215
2013-07-01,13.407796281132487
2013-08-01,8.961533156776651
2013-09-01,10.562198338500245
2013-10-01,9.35703546807465
2013-11-01,10.395531827991178
2013-12-01,13.128360995016541
2014-01-01,11.43774306871413
2014-02-01,12.197874717865059
2014-03-01,13.114937252999177
2014-04-01,13.650070980318834
2014-05-01,14.378863776682008
2014-06-01,13.930821813357658
2014-07-01,12.356783771810607
2014-08-01,11.705176168052448
2014-09-01,9.408481642644787
2014-10-01,11.190009853600053
2014-11-01,9.037300998336672
2014-12-01,24.635269931114205
2015-01-01,13.016170924560141
2015-02-01,22.314587289971026
2015-03-01,13.114714810539958
2015-04-01,15.869339690825944
2015-05-01,14.43116682300857
2015-06-01,24.761939252465027
2015-07-01,12.923448669870048
2015-08-01,10.627002585707222
2015-09-01,8.390632887919484
2015-10-01,7.0092825610294565
2015-11-01,9.03635848028726
2015-12-01,12.111459032909139
2016-01-01,12.67065517930209
2016-02-01,12.00356011672166
2016-03-01,15.252669606602563
2016-04-01,15.995451797748595
2016-05-01,13.712419506889814
2016-06-01,14.193370830439374
2016-07-01,12.572749970872886
2016-08-01,9.293635168140792
2016-09-01,10.46934916573868
2016-10-01,10.394574847804778
2016-11-01,11.602552433344869
2016-12-01,12.67940857967048
2017-01-01,10.5548551713653
2017-02-01,12.737275385111113
2017-03-01,16.037295778832966
2017-04-01,16.459999314717827
2017-05-01,16.08262185084475
2017-06-01,20.013725067697287
2017-07-01,13.61361731943779
2017-08-01,12.983283735351817
2017-09-01,11.635515430650244
2017-10-01,10.8023295954053
2017-11-01,9.7769163618156
2017-12-01,12.50900399255218
2018-01-01,11.733966061688777
2018-02-01,14.06062969506794
2018-03-01,14.808542216470482
2018-04-01,26.083976257623174
2018-05-01,19.053882831590105
2018-06-01,11.705574703021774
2018-07-01,14.058516499154008
2018-08-01,9.1327061284906
2018-09-01,9.768459646920476
2018-10-01,11.730513274091825
2018-11-01,10.6180849176135
2018-12-01,10.025777655112474
2019-01-01,12.092092979799332
2019-02-01,15.707098888774158
2019-03-01,14.71288225083264
2019-04-01,16.557697593110827
2019-05-01,15.922097401629749
2019-06-01,13.800916630694829
2019-07-01,16.51688700777442
2019-08-01,12.774503128946286
2019-09-01,7.71048822581238
2019-10-01,10.648613510989094
2019-11-01,9.800829852011885
2019-12-01,13.192889484394964
2020-01-01,12.248112096234388
2020-02-01,14.787442263365989
2020-03-01,16.837757777073193
2020-04-01,17.803487160187224
2020-05-01,14.32513969138455
2020-06-01,14.548409958536322
2020-07-01,12.860397567239195
2020-08-01,11.11547540680286
2020-09-01,13.668228126414622
2020-10-01,11.24824926547056
2020-11-01,9.174028277856086
2020-12-01,13.56287706297702
2021-01-01,16.891972159596623
2021-02-01,16.780089476587214
2021-03-01,14.073066569865674
2021-04-01,16.050347919826837
2021-05-01,18.297795685942337
2021-06-01,14.260502274063732
2021-07-01,14.510389336394127
2021-08-01,13.529264996001663
2021-09-01,9.901495718820017
2021-10-01,10.823333325130601
2021-11-01,6.475297859449227
2021-12-01,10.921347340587541
2022-01-01,13.601730297182131
2022-02-01,23.63156147300741
2022-03-01,19.07258313488829
2022-04-01,14.90333162237944
2022-05-01,16.009206892311088
2022-06-01,15.78996199861527
2022-07-01,16.278414787968114
2022-08-01,10.485365349282656
2022-09-01,13.308481714613745
2022-10-01,11.199815610946857
2022-11-01,10.136780553175097
2022-12-01,13.422928674178074
2023-01-01,14.551016727826186
2023-02-01,14.874755590410688
2023-03-01,17.00051396667005
2023-04-01,26.74241795422192
2023-05-01,17.1113943004276
2023-06-01,16.858891804661862
2023-07-01,26.767374738781207
2023-08-01,11.054279988005698
